Latitude,Longitude,rainfall,temperature,clay,sand,silt,river_distance,Elevation,Slope,Flood_Index,Flood_Score
12.7,77.5,3.90090411,23.8090411,277,509,214,164888.9035,740,89.99562073,0.357999433782604,2
12.7,77.6,3.90090411,23.8090411,317,443,240,168713.2892,785,89.99436951,0.3638726807307845,2
12.7,77.7,3.90090411,23.8090411,321,467,211,238235.0768,926,89.99227142,0.3222164170209181,1
12.7,77.8,3.90090411,23.8090411,0,0,0,249994.1436,891,0.0,0.4305118082695983,3
12.7,77.9,4.535123288,24.19769863,288,473,239,212818.5744,814,89.99116516,0.3646323900190245,2
12.7,78.0,4.535123288,24.19769863,287,467,246,249396.2904,730,89.97748566,0.36391747351529113,2
12.7,78.1,4.535123288,24.19769863,304,456,241,265902.6251,714,89.99829102,0.363596451630038,2
12.7,78.2,4.535123288,24.19769863,275,431,293,65996.97969,584,89.99375153,0.442723905625045,3
12.7,78.3,4.535123288,24.19769863,293,453,253,290202.357,736,89.99249268,0.3527299993553401,1
12.7,78.4,4.535123288,24.19769863,296,411,293,169802.7389,639,89.9899292,0.40819445576730656,2
12.8,75.0,11.0450411,26.49967123,331,476,193,238500.2271,83,89.99794006,0.6986277891107359,3
12.8,75.1,11.0450411,26.49967123,302,471,227,138471.427,163,89.99881744,0.7188371108232253,3
12.8,75.2,11.0450411,26.49967123,308,437,255,37448.08234,105,89.99436951,0.762641587134772,3
12.8,75.3,11.0450411,26.49967123,302,428,269,150909.2505,89,89.99227142,0.7296363705089816,3
12.8,75.4,7.129835616,23.02832877,261,528,212,95384.04509,116,89.99524689,0.5751569604641712,3
12.8,75.5,7.129835616,23.02832877,298,508,194,79473.22343,232,89.99736023,0.5720593888026301,3
12.8,75.6,7.129835616,23.02832877,312,473,215,123946.1466,474,89.99925995,0.5353416876361502,3
12.8,75.7,7.129835616,23.02832877,276,429,295,67014.07113,909,89.99629211,0.5046944045684943,3
12.8,75.8,7.129835616,23.02832877,275,434,291,73897.61926,949,89.99629211,0.49700463491018476,3
12.8,75.9,7.129835616,23.02832877,320,407,273,307412.8977,924,89.9899292,0.4341383312671862,3
12.8,76.0,4.766657534,22.55665753,0,0,0,112850.6579,882,0.0,0.5081308038270325,3
12.8,76.1,4.766657534,22.55665753,332,405,263,114327.1605,880,89.99116516,0.40967322645033716,2
12.8,76.2,4.766657534,22.55665753,359,394,247,77714.9952,850,89.97748566,0.42846788743666986,3
12.8,76.3,4.766657534,22.55665753,352,379,270,118589.0259,834,89.98407745,0.41913366625844634,3
12.8,76.4,4.766657534,22.55665753,356,388,256,70094.68867,848,89.98407745,0.43167535800447326,3
12.8,76.5,4.766657534,22.55665753,309,438,253,123214.6622,859,89.97748566,0.40295070340434896,2
12.8,76.6,5.246410959,23.40358904,288,423,289,136731.6249,952,89.96816254,0.4066305009936396,2
12.8,76.7,5.246410959,23.40358904,298,467,235,130233.905,880,89.99629211,0.4118771139574391,2
12.8,76.8,5.246410959,23.40358904,293,468,238,242884.9767,777,89.98873901,0.388167355317486,2
12.8,76.9,5.246410959,23.40358904,344,414,241,86481.01497,694,89.99227142,0.45873593723263606,3
12.8,77.0,5.246410959,23.40358904,324,447,230,190523.2484,659,89.96816254,0.4242503688022264,3
12.8,77.1,5.246410959,23.40358904,258,515,227,44472.46673,725,89.99581909,0.4472864343022927,3
12.8,77.2,4.19369863,23.14410959,237,560,203,188837.7798,765,89.9899292,0.3485283902774679,1
12.8,77.3,4.19369863,23.14410959,194,610,195,200678.0723,762,89.99654388,0.3346389321161647,1
12.8,77.4,4.19369863,23.14410959,232,533,235,223611.8954,728,89.97748566,0.34538440456725616,1
12.8,77.5,4.19369863,23.14410959,229,560,211,183051.2146,754,89.97748566,0.35102230687970015,1
12.8,77.6,4.19369863,23.14410959,260,521,219,154741.8835,907,0.0,0.49961783526522474,3
12.8,77.7,4.19369863,23.14410959,276,510,215,216965.3228,880,89.99249268,0.3362276134132352,1
12.8,77.8,4.19369863,23.14410959,298,496,206,201679.2854,865,89.98873901,0.3464626772887762,1
12.8,77.9,5.071890411,23.18934247,299,492,209,225599.5441,841,89.9899292,0.37645537704005744,2
12.8,78.0,5.071890411,23.18934247,294,477,229,257185.0245,853,89.99116516,0.3667971646578564,2
12.8,78.1,5.071890411,23.18934247,316,422,262,244635.3763,655,89.99859619,0.4036851435945966,2
12.8,78.2,5.071890411,23.18934247,304,432,264,296648.4824,693,89.9899292,0.38050238535869957,2
12.8,78.3,5.071890411,23.18934247,310,435,255,89690.88637,749,89.99116516,0.438837383845442,3
12.8,78.4,5.071890411,23.18934247,317,412,271,296133.7686,665,89.98407745,0.38783649902021977,2
12.9,75.0,11.0450411,26.49967123,388,470,142,88416.63535,37,89.99288177,0.7566468684502858,3
12.9,75.1,11.0450411,26.49967123,339,484,176,167309.5342,151,89.99777222,0.7123349902852122,3
12.9,75.2,11.0450411,26.49967123,324,436,240,36815.59672,77,89.99375153,0.7676070993343694,3
12.9,75.3,11.0450411,26.49967123,295,452,254,127949.1175,83,89.97748566,0.7338353870869098,3
12.9,75.4,7.129835616,23.02832877,270,477,252,165968.8779,108,89.99288177,0.561625134651808,3
12.9,75.5,7.129835616,23.02832877,298,493,209,62664.85753,176,89.99819183,0.5860714377910295,3
12.9,75.6,7.129835616,23.02832877,381,423,196,115836.3927,468,89.99854279,0.5511506490909338,3
12.9,75.7,7.129835616,23.02832877,322,409,268,119649.034,994,89.99710083,0.48451143204583325,3
12.9,75.8,7.129835616,23.02832877,297,431,272,137997.9039,921,89.99810028,0.4824244134204088,3
12.9,75.9,7.129835616,23.02832877,308,386,307,99371.19146,1063,89.99770355,0.48489211110578734,3
12.9,76.0,4.766657534,22.55665753,0,0,0,127836.0215,888,89.99204254,0.3527288617489315,1
12.9,76.1,4.766657534,22.55665753,312,427,260,10769.27792,956,89.99452972,0.4283584113213783,3
12.9,76.2,4.766657534,22.55665753,292,437,271,119159.6405,894,89.97748566,0.3988214325240325,2
12.9,76.3,4.766657534,22.55665753,285,436,279,143083.8738,910,89.9899292,0.3889645137654765,2
12.9,76.4,4.766657534,22.55665753,306,407,287,152061.2147,835,89.98407745,0.40080756553215036,2
12.9,76.5,4.766657534,22.55665753,302,429,269,141310.5957,869,89.98873901,0.39674901436669063,2
12.9,76.6,5.246410959,23.40358904,304,453,242,32410.66347,895,89.99204254,0.44314023358185706,3
12.9,76.7,5.246410959,23.40358904,266,502,232,193866.1839,853,89.9949646,0.38766498306340447,2
12.9,76.8,5.246410959,23.40358904,285,476,239,166532.9533,767,89.9899292,0.4116255194963918,2
12.9,76.9,5.246410959,23.40358904,336,420,243,192318.7914,733,89.97748566,0.4194402708795235,3
12.9,77.0,5.246410959,23.40358904,283,498,219,77100.83868,722,89.98407745,0.4418192371504923,3
12.9,77.1,5.246410959,23.40358904,229,562,209,194028.5803,819,89.99249268,0.38031721452772177,2
12.9,77.2,4.19369863,23.14410959,204,603,193,289486.9772,821,89.99227142,0.3016396486309072,0
12.9,77.3,4.19369863,23.14410959,217,585,198,213818.7215,831,89.99872589,0.32773445822946395,1
12.9,77.4,4.19369863,23.14410959,220,569,211,225232.693,822,89.99227142,0.3277014291060144,1
12.9,77.5,4.19369863,23.14410959,228,588,184,198301.8939,844,89.99524689,0.33153893654481154,1
12.9,77.6,4.19369863,23.14410959,0,0,0,241745.9976,895,89.98575592,0.29398520142096557,0
12.9,77.7,4.19369863,23.14410959,240,540,220,234377.3602,906,89.96816254,0.32054265471209187,1
12.9,77.8,4.19369863,23.14410959,282,500,218,37652.32001,884,89.99288177,0.3937980425614253,2
12.9,77.9,5.071890411,23.18934247,263,542,195,23854.04606,881,89.98575592,0.42512457513134894,3
12.9,78.0,5.071890411,23.18934247,262,508,230,203052.8998,891,89.99249268,0.3723535262485841,2
12.9,78.1,5.071890411,23.18934247,281,489,230,70165.46686,811,89.98407745,0.427746282269344,3
12.9,78.2,5.071890411,23.18934247,307,440,253,257918.1244,790,89.99116516,0.3802526070411305,2
12.9,78.3,5.071890411,23.18934247,297,466,237,264908.6649,793,0.0,0.5232644004149158,3
12.9,78.4,5.071890411,23.18934247,336,410,254,186525.5913,738,89.97748566,0.41537559782150507,3
13.0,75.0,11.0450411,26.49967123,377,457,165,213214.4102,61,89.9973526,0.7154699533945583,3
13.0,75.1,11.0450411,26.49967123,346,415,239,102512.3735,82,89.99726868,0.7511022895913757,3
13.0,75.2,11.0450411,26.49967123,315,463,222,145604.629,89,89.99681091,0.7275655461137398,3
13.0,75.3,11.0450411,26.49967123,308,474,218,122960.4844,94,89.99475861,0.7319811900058671,3
13.0,75.4,7.129835616,23.02832877,278,507,215,87395.95872,154,89.99604797,0.5773623536548473,3
13.0,75.5,7.129835616,23.02832877,315,463,222,140328.5338,419,89.99862671,0.5383740593278226,3
13.0,75.6,7.129835616,23.02832877,296,403,301,104256.901,949,89.99604797,0.493494307305283,3
13.0,75.7,7.129835616,23.02832877,303,401,296,92386.01418,972,89.99785614,0.4953277248740575,3
13.0,75.8,7.129835616,23.02832877,304,396,300,123256.7088,950,89.99604797,0.4890374822624447,3
13.0,75.9,7.129835616,23.02832877,323,415,262,65922.88717,989,89.99362946,0.5012939509894105,3
13.0,76.0,4.766657534,22.55665753,334,391,274,103909.8844,918,89.99436951,0.41044601649056095,2
13.0,76.1,4.766657534,22.55665753,0,0,0,148631.7015,942,89.96816254,0.3398266413314728,1
13.0,76.2,4.766657534,22.55665753,307,423,270,118643.0775,961,89.99362946,0.39415643836628605,2
13.0,76.3,4.766657534,22.55665753,293,432,275,142918.152,914,89.99407959,0.3897395463660706,2
13.0,76.4,4.766657534,22.55665753,294,450,256,59678.22874,878,89.96816254,0.4177539207560585,3
13.0,76.5,4.766657534,22.55665753,271,468,262,167265.2358,901,89.98407745,0.3769556949341011,2
13.0,76.6,5.246410959,23.40358904,300,469,232,223976.6487,856,89.97748566,0.3853193546368119,2
13.0,76.7,5.246410959,23.40358904,288,493,219,104144.0214,801,89.9949646,0.4250285404956772,3
13.0,76.8,5.246410959,23.40358904,270,515,215,187681.9818,768,89.99227142,0.39823065293288606,2
13.0,76.9,5.246410959,23.40358904,336,436,228,95922.95541,735,89.98407745,0.44728868027899515,3
13.0,77.0,5.246410959,23.40358904,286,494,220,69703.59746,755,89.98575592,0.44101406526229814,3
13.0,77.1,5.246410959,23.40358904,232,556,212,210127.6429,789,89.9899292,0.37991433602241603,2
13.0,77.2,4.19369863,23.14410959,199,620,181,189688.6156,918,89.98873901,0.3186547058675625,1
13.0,77.3,4.19369863,23.14410959,194,618,189,260797.2201,862,89.99116516,0.30295294759080765,0
13.0,77.4,4.19369863,23.14410959,203,609,188,198420.8684,850,89.99116516,0.3258471629387935,1
13.0,77.5,4.19369863,23.14410959,0,0,0,224029.2622,903,89.99227142,0.2985812380219759,0
13.0,77.6,4.19369863,23.14410959,0,0,0,224792.3037,927,89.96816254,0.2955294375847531,0
13.0,77.7,4.19369863,23.14410959,0,0,0,219155.4436,888,89.97748566,0.3019176899334144,0
13.0,77.8,4.19369863,23.14410959,253,553,194,27993.18279,887,89.98575592,0.38676358292532126,2
13.0,77.9,5.071890411,23.18934247,235,555,210,259736.2907,902,89.98407745,0.34455478024781666,1
13.0,78.0,5.071890411,23.18934247,281,527,192,47475.4721,869,89.97748566,0.4227005443740125,3
13.0,78.1,5.071890411,23.18934247,228,532,240,278981.5221,1028,89.9985199,0.3261451556110603,1
13.0,78.2,5.071890411,23.18934247,271,480,249,149375.7478,833,89.96816254,0.40074832843104924,2
13.0,78.3,5.071890411,23.18934247,311,411,278,83051.90739,805,89.97748566,0.43770316735211934,3
13.0,78.4,5.071890411,23.18934247,305,435,260,331172.5345,770,89.9899292,0.3601842831183086,2
13.1,75.0,11.0450411,26.49967123,353,479,167,143145.62,121,89.99227142,0.725321695628749,3
13.1,75.1,11.0450411,26.49967123,367,457,177,194811.1415,93,89.97748566,0.716822967645351,3
13.1,75.2,11.0450411,26.49967123,321,473,206,164218.8857,200,89.99817657,0.7076280671210537,3
13.1,75.3,11.0450411,26.49967123,368,436,195,148627.0206,614,89.99909973,0.6721868202961323,3
13.1,75.4,7.129835616,23.02832877,331,476,193,160666.0904,472,89.99830627,0.525187610633581,3
13.1,75.5,7.129835616,23.02832877,310,449,241,167861.9356,719,89.99887848,0.49561828367561406,3
13.1,75.6,7.129835616,23.02832877,305,397,298,189591.1668,930,89.99227142,0.470553955401831,3
13.1,75.7,7.129835616,23.02832877,297,422,281,281062.2712,944,89.99645996,0.4360645903933567,3
13.1,75.8,7.129835616,23.02832877,302,395,303,108224.7256,1033,89.99705505,0.4838626538862009,3
13.1,75.9,7.129835616,23.02832877,314,422,265,138086.0979,970,89.98937988,0.47929922938881886,3
13.1,76.0,4.766657534,22.55665753,307,411,281,143334.8847,979,89.99249268,0.38585955080900597,2
13.1,76.1,4.766657534,22.55665753,295,441,264,140585.5377,1003,89.98575592,0.37881838471877327,2
13.1,76.2,4.766657534,22.55665753,274,441,285,269066.0163,961,89.99116516,0.3417919139244567,1
13.1,76.3,4.766657534,22.55665753,264,438,298,214000.7407,925,89.98407745,0.3629617092654318,2
13.1,76.4,4.766657534,22.55665753,303,461,237,163473.7271,881,89.98937988,0.3840843193310114,2
13.1,76.5,4.766657534,22.55665753,298,468,234,154607.2816,853,0.0,0.5387173943523259,3
13.1,76.6,5.246410959,23.40358904,294,490,216,178722.4128,836,89.9899292,0.3983855609436472,2
13.1,76.7,5.246410959,23.40358904,267,500,233,108400.3125,796,0.0,0.5716025740998244,3
13.1,76.8,5.246410959,23.40358904,327,453,219,184594.6277,754,89.98937988,0.41403082401922653,3
13.1,76.9,5.246410959,23.40358904,306,491,202,326762.2654,787,89.98575592,0.3585305123505747,2
13.1,77.0,5.246410959,23.40358904,303,473,223,105048.169,797,89.98937988,0.42914579554375926,3
13.1,77.1,5.246410959,23.40358904,201,603,195,190885.0513,793,89.98407745,0.37635558515517176,2
13.1,77.2,4.19369863,23.14410959,196,662,143,197462.2944,862,89.98407745,0.31688080593307877,1
13.1,77.3,4.19369863,23.14410959,182,670,148,197567.7843,881,89.98575592,0.31225709916018846,1
13.1,77.4,4.19369863,23.14410959,205,637,158,217415.0836,873,89.99288177,0.3134233028893205,1
13.1,77.5,4.19369863,23.14410959,217,621,162,194042.6462,860,89.98575592,0.32551009571127054,1
13.1,77.6,4.19369863,23.14410959,0,0,0,135232.4113,891,89.9899292,0.327867159589023,1
13.1,77.7,4.19369863,23.14410959,223,617,160,36325.12043,908,89.99375153,0.3703107903609945,2
13.1,77.8,4.19369863,23.14410959,214,645,142,55846.50445,889,89.98575592,0.3619178029706328,2
13.1,77.9,5.071890411,23.18934247,219,593,188,261222.1016,913,89.9899292,0.336191634338548,1
13.1,78.0,5.071890411,23.18934247,203,626,170,288457.7106,902,89.98873901,0.322991130239337,1
13.1,78.1,5.071890411,23.18934247,220,554,226,47274.72522,858,89.96816254,0.4153817305184738,3
13.1,78.2,5.071890411,23.18934247,264,496,240,59131.55544,835,89.96816254,0.42602852789350004,3
13.1,78.3,5.071890411,23.18934247,297,488,214,295756.3062,808,89.9961319,0.3586715093791665,2
13.1,78.4,5.071890411,23.18934247,299,494,207,80106.75041,800,89.97748566,0.426712713063088,3
13.2,75.0,11.0450411,26.49967123,311,446,243,191071.0942,85,89.98407745,0.715837000117838,3
13.2,75.1,11.0450411,26.49967123,323,443,234,113392.1037,75,89.99549866,0.7427657677309171,3
13.2,75.2,11.0450411,26.49967123,340,415,245,181021.3382,836,89.99765778,0.6363664609246867,3
13.2,75.3,11.0450411,26.49967123,347,411,243,158323.132,868,89.99861908,0.6408871237993957,3
13.2,75.4,7.129835616,23.02832877,332,420,248,200526.2605,872,89.99892426,0.473002211592218,3
13.2,75.5,7.129835616,23.02832877,364,384,252,162354.9245,931,89.97748566,0.4856006305258865,3
13.2,75.6,7.129835616,23.02832877,319,425,255,152641.7666,789,89.99227142,0.49606863172095134,3
13.2,75.7,7.129835616,23.02832877,287,381,332,158046.7161,1133,89.99703979,0.4570752418737466,3
13.2,75.8,7.129835616,23.02832877,298,404,298,113509.4383,987,89.9899292,0.4861087429672083,3
13.2,75.9,7.129835616,23.02832877,275,403,322,73904.59557,1008,89.98407745,0.4943181402980811,3
13.2,76.0,4.766657534,22.55665753,0,0,0,194630.7565,876,89.98873901,0.3332070627488651,1
13.2,76.1,4.766657534,22.55665753,279,423,297,139534.9259,937,89.96816254,0.3881432717151403,2
13.2,76.2,4.766657534,22.55665753,303,433,264,196226.8184,915,89.99705505,0.3735656556612474,2
13.2,76.3,4.766657534,22.55665753,290,476,234,372546.4908,902,89.99362946,0.3127736635847289,1
13.2,76.4,4.766657534,22.55665753,278,472,250,180492.351,864,89.99116516,0.3771236778453198,2
13.2,76.5,4.766657534,22.55665753,298,460,242,122613.7858,845,89.99362946,0.4008259196967028,2
13.2,76.6,5.246410959,23.40358904,287,475,238,195013.1901,819,89.99227142,0.39680800517708814,2
13.2,76.7,5.246410959,23.40358904,280,512,207,181161.5231,797,89.96816254,0.39801713384348736,2
13.2,76.8,5.246410959,23.40358904,294,493,212,232086.4826,780,89.98937988,0.3878042004380816,2
13.2,76.9,5.246410959,23.40358904,320,493,187,173669.1739,793,89.99116516,0.40677369915527023,2
13.2,77.0,5.246410959,23.40358904,277,489,233,271376.955,805,89.9899292,0.371681959170862,2
13.2,77.1,5.246410959,23.40358904,218,599,183,234023.1792,815,89.99204254,0.362212111223458,2
13.2,77.2,4.19369863,23.14410959,224,638,137,212618.3292,901,89.99468994,0.31291956233852164,1
13.2,77.3,4.19369863,23.14410959,179,691,130,236195.3528,887,89.98873901,0.29625954080054767,0
13.2,77.4,4.19369863,23.14410959,191,641,168,213688.5785,903,89.96816254,0.3093752008008705,1
13.2,77.5,4.19369863,23.14410959,234,546,220,230495.8849,881,0.0,0.4733588560185923,3
13.2,77.6,4.19369863,23.14410959,213,589,198,171826.2264,918,89.98407745,0.3297106188728557,1
13.2,77.7,4.19369863,23.14410959,204,622,174,280615.0527,897,89.99375153,0.29274664196240935,0
13.2,77.8,4.19369863,23.14410959,242,596,162,315707.9,885,89.98937988,0.2898699754593246,0
13.2,77.9,5.071890411,23.18934247,206,617,177,237136.7827,909,89.9899292,0.3398319559527199,1
13.2,78.0,5.071890411,23.18934247,211,545,244,106204.2744,841,89.98937988,0.3994006761984168,2
13.2,78.1,5.071890411,23.18934247,212,557,231,289155.6268,846,89.9899292,0.3398269140836073,1
13.2,78.2,5.071890411,23.18934247,295,483,221,224279.6228,807,89.99362946,0.3817493455313796,2
13.2,78.3,5.071890411,23.18934247,307,442,252,74721.61777,809,89.97748566,0.43528926030772397,3
13.2,78.4,5.071890411,23.18934247,303,469,228,305169.0652,777,89.97748566,0.3626430383473828,2
13.3,75.0,10.30813699,25.14427397,353,443,204,106489.0167,46,89.98937988,0.7222867808368364,3
13.3,75.1,10.30813699,25.14427397,268,435,297,244157.6866,735,89.99846649,0.5914014749865334,3
13.3,75.2,10.30813699,25.14427397,311,413,276,133396.1813,1001,89.99879456,0.6010790046657949,3
13.3,75.3,10.30813699,25.14427397,315,389,296,219050.1476,1108,89.99549866,0.5651568069197782,3
13.3,75.4,5.685123288,22.18046575,352,374,274,145304.9219,864,89.99765778,0.4433466813423183,3
13.3,75.5,5.685123288,22.18046575,291,423,285,204000.3556,762,89.9961319,0.4252168317472886,3
13.3,75.6,5.685123288,22.18046575,317,436,247,119295.8195,787,89.99591827,0.4492031121081362,3
13.3,75.7,5.685123288,22.18046575,300,392,308,125382.1548,1208,89.99581909,0.4019887234390026,2
13.3,75.8,5.685123288,22.18046575,300,395,305,96379.14122,1012,89.99544525,0.4339670874183062,3
13.3,75.9,5.685123288,22.18046575,289,406,305,143817.6631,1175,89.9985733,0.39728457809632384,2
13.3,76.0,3.912630137,23.08761644,285,411,304,172058.4908,822,0.0,0.5107202202705877,3
13.3,76.1,3.912630137,23.08761644,318,406,277,197759.2685,819,89.98575592,0.3564922604547248,2
13.3,76.2,3.912630137,23.08761644,311,437,253,117519.1329,879,89.99645996,0.36963798918254304,2
13.3,76.3,3.912630137,23.08761644,307,438,255,219510.987,821,89.9899292,0.344002877580388,1
13.3,76.4,3.912630137,23.08761644,299,473,228,174623.4795,854,89.97748566,0.3486691396449744,1
13.3,76.5,3.912630137,23.08761644,264,515,221,129359.1926,857,89.96816254,0.3538492389148662,1
13.3,76.6,4.485178082,23.57408219,250,541,209,193304.709,860,89.96816254,0.3508554843963344,1
13.3,76.7,4.485178082,23.57408219,254,548,198,280534.1027,835,89.97748566,0.3257994084613426,1
13.3,76.8,4.485178082,23.57408219,265,550,185,97994.05268,830,89.99362946,0.384245056178464,2
13.3,76.9,4.485178082,23.57408219,299,537,164,110990.6593,774,89.98575592,0.39140429577424285,2
13.3,77.0,4.485178082,23.57408219,273,521,205,209854.9623,793,89.98407745,0.35816633863854885,2
13.3,77.1,4.485178082,23.57408219,206,590,204,319155.5138,805,89.98937988,0.30749593722521723,1
13.3,77.2,3.664082192,23.44876712,216,605,179,326419.9415,863,89.99204254,0.2652484683303389,0
13.3,77.3,3.664082192,23.44876712,208,664,128,234158.4055,905,89.99116516,0.2803517924073874,0
13.3,77.4,3.664082192,23.44876712,195,627,178,245395.9368,927,89.9899292,0.2783000683306289,0
13.3,77.5,3.664082192,23.44876712,222,608,170,23626.48895,882,89.97748566,0.35807142712554757,2
13.3,77.6,3.664082192,23.44876712,242,542,216,92432.50623,927,89.98407745,0.3419229488020242,1
13.3,77.7,3.664082192,23.44876712,231,599,170,246031.3214,932,89.98407745,0.2843301811159444,0
13.3,77.8,3.664082192,23.44876712,0,0,0,259483.6657,886,89.9899292,0.2689737328066974,0
13.3,77.9,4.353643836,23.32747945,222,597,181,293094.4311,907,89.99288177,0.29877437269804824,0
13.3,78.0,4.353643836,23.32747945,235,596,169,43909.4873,862,89.98407745,0.38350185208792176,2
13.3,78.1,4.353643836,23.32747945,260,532,209,201792.7187,841,89.97748566,0.34748547505992905,1
13.3,78.2,4.353643836,23.32747945,280,495,225,101087.5811,819,89.9899292,0.38835554797699473,2
13.3,78.3,4.353643836,23.32747945,322,457,221,260852.7087,820,89.98873901,0.3468109054571801,1
13.3,78.4,4.353643836,23.32747945,311,445,244,96248.38288,816,89.98575592,0.3997024668840307,2
13.4,75.0,10.30813699,25.14427397,343,421,236,147845.7507,51,89.98873901,0.7109652755249164,3
13.4,75.1,10.30813699,25.14427397,303,442,255,150061.9944,492,89.99897003,0.6516702246731801,3
13.4,75.2,10.30813699,25.14427397,299,424,277,259270.7206,655,89.98407745,0.6002387535874923,3
13.4,75.3,10.30813699,25.14427397,337,426,237,106996.3617,676,89.99549866,0.6482996946649301,3
13.4,75.4,5.685123288,22.18046575,343,422,235,101578.1567,866,89.99854279,0.4494234525598567,3
13.4,75.5,5.685123288,22.18046575,315,425,260,177655.4848,796,89.99751282,0.4311894748092257,3
13.4,75.6,5.685123288,22.18046575,294,405,301,168362.1485,1242,89.99929047,0.3821651114182361,2
13.4,75.7,5.685123288,22.18046575,330,387,282,238411.2789,1257,89.99770355,0.3637535633281772,2
13.4,75.8,5.685123288,22.18046575,296,406,299,169495.2996,1112,89.99643707,0.39737055420955075,2
13.4,75.9,5.685123288,22.18046575,284,422,295,138085.6786,914,89.9899292,0.4275709407455521,3
13.4,76.0,3.912630137,23.08761644,287,430,283,97003.97451,867,89.99557495,0.37644452773567183,2
13.4,76.1,3.912630137,23.08761644,350,380,270,44234.73754,765,89.97748566,0.4172155075758387,3
13.4,76.2,3.912630137,23.08761644,303,470,227,216697.3044,774,89.99362946,0.3456939925519432,1
13.4,76.3,3.912630137,23.08761644,276,461,263,204990.6642,1037,89.99604797,0.3171610122752952,1
13.4,76.4,3.912630137,23.08761644,296,470,234,164824.2522,823,89.99227142,0.3555764893960992,1
13.4,76.5,3.912630137,23.08761644,295,486,219,227695.2613,754,89.96816254,0.34179052359936035,1
13.4,76.6,4.485178082,23.57408219,311,490,199,233801.3341,820,89.99227142,0.3549058188787819,1
13.4,76.7,4.485178082,23.57408219,264,523,213,196024.5275,845,89.99754333,0.3553742868201898,1
13.4,76.8,4.485178082,23.57408219,276,540,184,109241.6675,822,89.98407745,0.3839662336420568,2
13.4,76.9,4.485178082,23.57408219,290,553,157,140127.1783,825,89.97748566,0.3732618938731164,2
13.4,77.0,4.485178082,23.57408219,264,514,222,213422.0991,802,89.98407745,0.35630073365549325,2
13.4,77.1,4.485178082,23.57408219,228,544,229,161367.4462,816,89.96816254,0.36398202798801943,2
13.4,77.2,3.664082192,23.44876712,204,588,207,62413.58515,875,89.99502563,0.347943483738001,1
13.4,77.3,3.664082192,23.44876712,235,533,232,52666.75196,821,89.98575592,0.36767615823314415,2
13.4,77.4,3.664082192,23.44876712,217,570,213,274107.1029,877,89.99204254,0.2849401396629384,0
13.4,77.5,3.664082192,23.44876712,224,609,167,232163.7256,855,89.99549866,0.29585555439894723,0
13.4,77.6,3.664082192,23.44876712,218,657,125,155510.6648,867,89.99116516,0.3113250360281678,1
13.4,77.7,3.664082192,23.44876712,198,588,215,294718.7901,958,89.98937988,0.26488811351695685,0
13.4,77.8,3.664082192,23.44876712,263,536,201,284007.0569,916,89.99557495,0.28565281423034083,0
13.4,77.9,4.353643836,23.32747945,246,556,198,143329.3707,895,89.97748566,0.35485414679179095,1
13.4,78.0,4.353643836,23.32747945,216,560,225,214781.9949,936,89.99648285,0.32462395453945786,1
13.4,78.1,4.353643836,23.32747945,247,470,283,320170.6634,841,89.98575592,0.31781581359499955,1
13.4,78.2,4.353643836,23.32747945,288,494,219,72916.66148,847,89.98575592,0.3947412892068455,2
13.4,78.3,4.353643836,23.32747945,289,463,248,312998.5098,855,89.98873901,0.3227795199609398,1
13.4,78.4,4.353643836,23.32747945,287,494,219,102919.036,819,89.98937988,0.3884892365338873,2
13.5,75.0,10.30813699,25.14427397,325,438,238,206766.256,88,89.99654388,0.6843282203815276,3
13.5,75.1,10.30813699,25.14427397,281,419,299,167561.5628,689,89.9985733,0.6240950217078952,3
13.5,75.2,10.30813699,25.14427397,284,433,283,185819.0234,644,89.99502563,0.6221012920858976,3
13.5,75.3,10.30813699,25.14427397,286,444,270,105321.9961,653,89.9980011,0.6449123763838663,3
13.5,75.4,5.685123288,22.18046575,337,419,244,217616.5498,784,89.99204254,0.4227090562861781,3
13.5,75.5,5.685123288,22.18046575,308,405,288,64125.39262,808,89.99475861,0.4676744344707733,3
13.5,75.6,5.685123288,22.18046575,297,430,273,169599.9812,713,89.99562073,0.4414286714822793,3
13.5,75.7,5.685123288,22.18046575,306,416,277,125419.6146,921,89.99785614,0.43315692337793155,3
13.5,75.8,5.685123288,22.18046575,295,418,287,207143.0817,1083,89.99675751,0.3871768717218008,2
13.5,75.9,5.685123288,22.18046575,268,417,316,200751.6504,886,89.9899292,0.4106363679492138,2
13.5,76.0,3.912630137,23.08761644,275,446,278,178926.007,772,89.98873901,0.358769591547665,2
13.5,76.1,3.912630137,23.08761644,341,418,241,193373.0713,737,89.96816254,0.3677626612570524,2
13.5,76.2,3.912630137,23.08761644,320,462,218,149576.5574,762,89.9899292,0.37067433791228377,2
13.5,76.3,3.912630137,23.08761644,291,498,210,173511.3948,757,89.98407745,0.3563315225857764,2
13.5,76.4,3.912630137,23.08761644,279,520,201,76300.90718,770,89.97748566,0.3813419158753417,2
13.5,76.5,3.912630137,23.08761644,328,464,207,186646.2378,737,89.98575592,0.3623144591307066,2
13.5,76.6,4.485178082,23.57408219,306,475,219,240346.3927,734,89.99227142,0.36475306324944,2
13.5,76.7,4.485178082,23.57408219,312,465,223,197040.4989,788,89.99751282,0.37378789667147816,2
13.5,76.8,4.485178082,23.57408219,283,495,222,205061.6805,903,89.99835968,0.35107787131799373,1
