Latitude,Longitude,rainfall,temperature
12.3,76.8,4.696109589,23.84473973
12.3,76.9,4.696109589,23.84473973
12.3,77,4.696109589,23.84473973
12.3,77.1,4.696109589,23.84473973
12.3,77.2,3.90090411,23.8090411
12.3,77.3,3.90090411,23.8090411
12.3,77.4,3.90090411,23.8090411
12.3,77.5,3.90090411,23.8090411
12.3,77.6,3.90090411,23.8090411
12.3,77.7,3.90090411,23.8090411
12.3,77.8,3.90090411,23.8090411
12.3,77.9,4.535123288,24.19769863
12.3,78,4.535123288,24.19769863
12.3,78.1,4.535123288,24.19769863
12.3,78.2,4.535123288,24.19769863
12.3,78.3,4.535123288,24.19769863
12.3,78.4,4.535123288,24.19769863
12.4,75,10.67827397,26.88180822
12.4,75.1,10.67827397,26.88180822
12.4,75.2,10.67827397,26.88180822
12.4,75.3,10.67827397,26.88180822
12.4,75.4,7.83690411,23.51619178
12.4,75.5,7.83690411,23.51619178
12.4,75.6,7.83690411,23.51619178
12.4,75.7,7.83690411,23.51619178
12.4,75.8,7.83690411,23.51619178
12.4,75.9,7.83690411,23.51619178
12.4,76,4.984246575,22.84419178
12.4,76.1,4.984246575,22.84419178
12.4,76.2,4.984246575,22.84419178
12.4,76.3,4.984246575,22.84419178
12.4,76.4,4.984246575,22.84419178
12.4,76.5,4.984246575,22.84419178
12.4,76.6,4.696109589,23.84473973
12.4,76.7,4.696109589,23.84473973
12.4,76.8,4.696109589,23.84473973
12.4,76.9,4.696109589,23.84473973
12.4,77,4.696109589,23.84473973
12.4,77.1,4.696109589,23.84473973
12.4,77.2,3.90090411,23.8090411
12.4,77.3,3.90090411,23.8090411
12.4,77.4,3.90090411,23.8090411
12.4,77.5,3.90090411,23.8090411
12.4,77.6,3.90090411,23.8090411
12.4,77.7,3.90090411,23.8090411
12.4,77.8,3.90090411,23.8090411
12.4,77.9,4.535123288,24.19769863
12.4,78,4.535123288,24.19769863
12.4,78.1,4.535123288,24.19769863
12.4,78.2,4.535123288,24.19769863
12.4,78.3,4.535123288,24.19769863
12.4,78.4,4.535123288,24.19769863
12.5,75,10.67827397,26.88180822
12.5,75.1,10.67827397,26.88180822
12.5,75.2,10.67827397,26.88180822
12.5,75.3,10.67827397,26.88180822
12.5,75.4,7.83690411,23.51619178
12.5,75.5,7.83690411,23.51619178
12.5,75.6,7.83690411,23.51619178
12.5,75.7,7.83690411,23.51619178
12.5,75.8,7.83690411,23.51619178
12.5,75.9,7.83690411,23.51619178
12.5,76,4.984246575,22.84419178
12.5,76.1,4.984246575,22.84419178
12.5,76.2,4.984246575,22.84419178
12.5,76.3,4.984246575,22.84419178
12.5,76.4,4.984246575,22.84419178
12.5,76.5,4.984246575,22.84419178
12.5,76.6,4.696109589,23.84473973
12.5,76.7,4.696109589,23.84473973
12.5,76.8,4.696109589,23.84473973
12.5,76.9,4.696109589,23.84473973
12.5,77,4.696109589,23.84473973
12.5,77.1,4.696109589,23.84473973
12.5,77.2,3.90090411,23.8090411
12.5,77.3,3.90090411,23.8090411
12.5,77.4,3.90090411,23.8090411
12.5,77.5,3.90090411,23.8090411
12.5,77.6,3.90090411,23.8090411
12.5,77.7,3.90090411,23.8090411
12.5,77.8,3.90090411,23.8090411
12.5,77.9,4.535123288,24.19769863
12.5,78,4.535123288,24.19769863
12.5,78.1,4.535123288,24.19769863
12.5,78.2,4.535123288,24.19769863
12.5,78.3,4.535123288,24.19769863
12.5,78.4,4.535123288,24.19769863
12.6,75,10.67827397,26.88180822
12.6,75.1,10.67827397,26.88180822
12.6,75.2,10.67827397,26.88180822
12.6,75.3,10.67827397,26.88180822
12.6,75.4,7.83690411,23.51619178
12.6,75.5,7.83690411,23.51619178
12.6,75.6,7.83690411,23.51619178
12.6,75.7,7.83690411,23.51619178
12.6,75.8,7.83690411,23.51619178
12.6,75.9,7.83690411,23.51619178
12.6,76,4.984246575,22.84419178
12.6,76.1,4.984246575,22.84419178
12.6,76.2,4.984246575,22.84419178
12.6,76.3,4.984246575,22.84419178
12.6,76.4,4.984246575,22.84419178
12.6,76.5,4.984246575,22.84419178
12.6,76.6,4.696109589,23.84473973
12.6,76.7,4.696109589,23.84473973
12.6,76.8,4.696109589,23.84473973
12.6,76.9,4.696109589,23.84473973
12.6,77,4.696109589,23.84473973
12.6,77.1,4.696109589,23.84473973
12.6,77.2,3.90090411,23.8090411
12.6,77.3,3.90090411,23.8090411
12.6,77.4,3.90090411,23.8090411
12.6,77.5,3.90090411,23.8090411
12.6,77.6,3.90090411,23.8090411
12.6,77.7,3.90090411,23.8090411
12.6,77.8,3.90090411,23.8090411
12.6,77.9,4.535123288,24.19769863
12.6,78,4.535123288,24.19769863
12.6,78.1,4.535123288,24.19769863
12.6,78.2,4.535123288,24.19769863
12.6,78.3,4.535123288,24.19769863
12.6,78.4,4.535123288,24.19769863
12.7,75,10.67827397,26.88180822
12.7,75.1,10.67827397,26.88180822
12.7,75.2,10.67827397,26.88180822
